Age,Age_Group,Gender,Department,JobRole,MonthlyIncome,JobSatisfaction,WorkLifeBalance,YearsAtCompany,OverTime,predicted_label,Attrition,true_label
53,50+,Female,Research & Development,Manufacturing Director,12596,2,2,15,No,0,Yes,1
35,30-39,Female,Research & Development,Manufacturing Director,7745,4,2,2,No,0,No,0
20,Under 30,Male,Research & Development,Sales Executive,11407,2,3,29,Yes,1,Yes,1
51,50+,Female,Research & Development,Manufacturing Director,10097,4,2,8,Yes,0,No,0
22,Under 30,Male,Sales,Manufacturing Director,11940,1,1,24,Yes,1,Yes,1
25,Under 30,Male,Research & Development,Sales Executive,16174,4,3,20,No,0,No,0
54,50+,Female,Research & Development,Manufacturing Director,19529,1,2,8,No,1,No,0
29,Under 30,Male,Research & Development,Research Scientist,11414,2,1,29,Yes,1,Yes,1
35,30-39,Female,Research & Development,Research Scientist,16833,2,3,16,No,1,No,0
44,40-49,Female,Research & Development,Laboratory Technician,6239,4,3,3,No,0,No,0
24,Under 30,Male,Human Resources,Sales Executive,12328,1,3,14,No,0,No,0
36,30-39,Male,Human Resources,Human Resources,16823,2,2,0,No,0,No,0
57,50+,Male,Research & Development,Healthcare Representative,17018,1,3,14,No,0,No,0
35,30-39,Female,Research & Development,Sales Executive,2547,4,1,24,No,1,No,0
53,50+,Female,Research & Development,Research Scientist,18599,2,1,7,No,1,Yes,1
25,Under 30,Female,Research & Development,Manufacturing Director,15825,4,2,29,Yes,1,No,0
46,40-49,Male,Sales,Sales Executive,10155,3,3,12,No,0,No,0
35,30-39,Male,Research & Development,Manufacturing Director,7347,2,1,27,No,0,No,0
22,Under 30,Male,Human Resources,Laboratory Technician,4271,4,3,24,No,0,No,0
22,Under 30,Male,Sales,Sales Executive,13205,4,1,23,No,0,No,0
58,50+,Female,Research & Development,Manager,16933,3,3,24,No,0,No,0
42,40-49,Female,Research & Development,Human Resources,15486,3,3,9,No,1,No,0
18,Under 30,Female,Research & Development,Human Resources,3359,1,2,22,Yes,1,Yes,1
28,Under 30,Male,Research & Development,Manager,5019,4,2,16,Yes,1,No,0
31,30-39,Male,Human Resources,Manager,5212,3,3,10,Yes,0,No,0
58,50+,Male,Research & Development,Human Resources,9593,1,2,10,No,1,No,0
26,Under 30,Female,Research & Development,Research Director,12426,4,2,27,Yes,1,Yes,1
22,Under 30,Male,Research & Development,Manufacturing Director,10699,2,3,3,No,0,No,0
41,40-49,Male,Sales,Research Director,19422,1,2,0,Yes,1,Yes,1
23,Under 30,Male,Research & Development,Sales Executive,16190,2,3,1,Yes,1,Yes,1
34,30-39,Female,Research & Development,Research Scientist,12197,4,1,13,No,0,No,0
28,Under 30,Male,Sales,Sales Representative,8861,1,3,1,No,1,No,0
47,40-49,Male,Sales,Human Resources,6445,2,3,27,Yes,1,Yes,1
29,Under 30,Male,Research & Development,Sales Representative,15077,3,3,1,No,0,No,0
32,30-39,Female,Research & Development,Sales Representative,3515,2,3,14,No,1,No,0
31,30-39,Male,Research & Development,Research Scientist,12877,2,3,21,No,0,No,0
25,Under 30,Female,Research & Development,Manager,10612,1,2,13,Yes,1,Yes,1
30,30-39,Female,Research & Development,Research Director,12264,1,1,18,No,1,Yes,1
45,40-49,Female,Research & Development,Sales Executive,2424,4,2,1,No,1,No,0
37,30-39,Female,Research & Development,Sales Representative,19727,3,3,19,Yes,1,No,0
43,40-49,Male,Research & Development,Laboratory Technician,10462,3,3,4,No,0,No,0
58,50+,Male,Sales,Manager,6736,4,3,8,Yes,0,No,0
57,50+,Male,Research & Development,Healthcare Representative,4981,1,3,20,Yes,1,Yes,1
57,50+,Male,Research & Development,Laboratory Technician,8277,3,2,26,No,0,No,0
40,40-49,Male,Research & Development,Research Director,19289,2,2,21,No,0,No,0
32,30-39,Male,Research & Development,Research Director,13875,1,2,19,No,0,No,0
45,40-49,Male,Research & Development,Laboratory Technician,13387,3,2,5,Yes,0,No,0
18,Under 30,Male,Sales,Sales Executive,7320,4,2,5,No,0,No,0
35,30-39,Female,Research & Development,Sales Representative,3078,2,2,13,No,1,No,0
26,Under 30,Female,Research & Development,Human Resources,7726,3,1,4,No,1,No,0
19,Under 30,Male,Research & Development,Sales Executive,19506,3,2,7,No,0,No,0
30,30-39,Male,Research & Development,Laboratory Technician,12521,1,3,26,No,0,No,0
31,30-39,Female,Research & Development,Manufacturing Director,7030,3,3,22,No,0,No,0
26,Under 30,Male,Research & Development,Manager,9123,2,3,17,No,1,No,0
43,40-49,Female,Research & Development,Research Director,14673,4,2,5,Yes,1,No,0
49,40-49,Female,Research & Development,Manager,8425,3,2,9,No,0,No,0
20,Under 30,Male,Research & Development,Laboratory Technician,6444,4,1,10,No,0,No,0
35,30-39,Female,Sales,Laboratory Technician,2341,1,3,25,No,1,No,0
38,30-39,Female,Sales,Research Scientist,19254,1,3,4,No,0,No,0
48,40-49,Male,Human Resources,Human Resources,9843,4,1,19,Yes,1,No,0
41,40-49,Male,Human Resources,Human Resources,2638,1,3,25,No,0,Yes,1
51,50+,Female,Research & Development,Research Scientist,4409,2,3,1,No,1,Yes,1
59,50+,Male,Sales,Research Director,18525,4,1,28,No,0,No,0
22,Under 30,Male,Research & Development,Sales Representative,8755,2,1,16,No,1,No,0
49,40-49,Male,Research & Development,Manager,14228,4,3,13,No,0,No,0
38,30-39,Female,Human Resources,Healthcare Representative,14248,3,1,0,Yes,1,Yes,1
44,40-49,Male,Research & Development,Laboratory Technician,12440,4,1,29,No,0,No,0
50,50+,Female,Research & Development,Healthcare Representative,3221,1,2,1,Yes,1,Yes,1
20,Under 30,Male,Research & Development,Sales Representative,2726,4,2,1,No,1,No,0
36,30-39,Male,Sales,Manufacturing Director,6174,1,1,11,No,0,No,0
18,Under 30,Female,Research & Development,Healthcare Representative,12057,1,2,9,No,1,No,0
21,Under 30,Male,Sales,Healthcare Representative,18168,4,3,8,No,0,No,0
44,40-49,Female,Sales,Research Scientist,5641,3,3,7,Yes,1,No,0
59,50+,Male,Human Resources,Research Scientist,14858,4,3,1,Yes,1,No,0
40,40-49,Male,Research & Development,Sales Executive,5642,3,2,2,No,0,No,0
21,Under 30,Male,Research & Development,Sales Executive,18611,1,3,22,No,0,No,0
37,30-39,Female,Research & Development,Research Scientist,2246,4,2,20,Yes,1,Yes,1
29,Under 30,Male,Sales,Sales Representative,19206,3,1,26,Yes,1,No,0
48,40-49,Male,Sales,Healthcare Representative,19883,3,1,21,No,0,No,0
26,Under 30,Male,Research & Development,Healthcare Representative,5230,1,1,17,Yes,1,Yes,1
30,30-39,Male,Research & Development,Sales Executive,2907,2,2,8,No,0,No,0
51,50+,Female,Sales,Research Director,9444,3,2,15,Yes,1,No,0
50,50+,Female,Research & Development,Sales Executive,8449,4,3,14,No,0,No,0
57,50+,Male,Sales,Healthcare Representative,5064,3,2,5,Yes,0,No,0
47,40-49,Female,Sales,Research Director,12714,3,1,26,Yes,1,No,0
39,30-39,Female,Research & Development,Research Scientist,14787,3,3,15,No,0,No,0
24,Under 30,Male,Human Resources,Manager,4834,3,1,13,Yes,1,Yes,1
53,50+,Male,Sales,Manufacturing Director,16333,3,1,27,No,0,No,0
34,30-39,Male,Sales,Manager,9074,2,1,7,No,0,Yes,1
26,Under 30,Female,Human Resources,Research Scientist,7195,4,3,24,No,0,No,0
21,Under 30,Male,Research & Development,Sales Representative,4552,3,2,3,Yes,1,No,0
55,50+,Male,Human Resources,Sales Executive,6127,2,3,1,No,0,No,0
45,40-49,Female,Sales,Research Scientist,18703,3,3,23,No,0,No,0
49,40-49,Male,Sales,Manager,13203,2,1,0,No,1,Yes,1
35,30-39,Male,Sales,Healthcare Representative,17680,2,1,0,No,0,Yes,1
22,Under 30,Female,Research & Development,Manager,16636,1,3,18,No,1,No,0
19,Under 30,Male,Human Resources,Sales Executive,9603,2,1,10,No,1,No,0
28,Under 30,Female,Sales,Sales Executive,14718,3,2,29,No,0,No,0
47,40-49,Male,Research & Development,Manager,7010,2,2,28,Yes,0,Yes,1
44,40-49,Female,Sales,Laboratory Technician,2694,2,2,10,No,1,No,0
32,30-39,Male,Human Resources,Sales Representative,14401,4,2,14,No,0,No,0
41,40-49,Female,Research & Development,Manufacturing Director,10018,3,3,26,Yes,1,No,0
36,30-39,Male,Research & Development,Sales Representative,5878,1,1,27,No,1,No,0
57,50+,Male,Sales,Healthcare Representative,12240,3,2,29,Yes,0,No,0
18,Under 30,Male,Research & Development,Sales Representative,3881,3,1,2,No,1,No,0
45,40-49,Male,Research & Development,Laboratory Technician,8750,4,1,26,No,0,No,0
25,Under 30,Male,Research & Development,Research Director,4476,3,3,19,Yes,1,No,0
39,30-39,Male,Research & Development,Sales Representative,13075,2,3,21,Yes,1,Yes,1
42,40-49,Male,Research & Development,Healthcare Representative,6434,1,2,17,Yes,0,Yes,1
35,30-39,Male,Research & Development,Laboratory Technician,19521,3,2,27,No,0,No,0
26,Under 30,Female,Research & Development,Healthcare Representative,12909,1,1,22,No,1,No,0
25,Under 30,Female,Research & Development,Sales Executive,19573,3,3,25,No,0,No,0
39,30-39,Female,Research & Development,Research Director,4163,2,3,20,No,1,Yes,1
19,Under 30,Male,Sales,Manager,3660,2,1,5,Yes,1,Yes,1
54,50+,Male,Research & Development,Manufacturing Director,15466,2,3,22,No,0,No,0
52,50+,Female,Research & Development,Manufacturing Director,19320,4,1,28,No,0,No,0
23,Under 30,Male,Research & Development,Sales Executive,16224,2,1,3,No,1,No,0
28,Under 30,Male,Sales,Sales Executive,16521,1,3,13,No,0,Yes,1
40,40-49,Male,Sales,Research Director,11552,2,3,7,Yes,1,Yes,1
32,30-39,Male,Human Resources,Manager,19101,1,2,28,No,0,No,0
36,30-39,Male,Human Resources,Manufacturing Director,2032,2,1,26,Yes,1,Yes,1
59,50+,Male,Sales,Laboratory Technician,6474,3,3,7,Yes,0,No,0
41,40-49,Female,Research & Development,Sales Executive,13257,4,2,11,No,0,No,0
27,Under 30,Male,Sales,Human Resources,7589,4,1,17,Yes,1,Yes,1
57,50+,Female,Research & Development,Laboratory Technician,10406,2,2,11,No,1,No,0
50,50+,Female,Research & Development,Sales Representative,2186,2,2,16,No,1,No,0
35,30-39,Male,Research & Development,Manufacturing Director,8352,3,1,12,No,0,No,0
35,30-39,Female,Research & Development,Research Director,9411,2,2,28,No,1,No,0
36,30-39,Female,Research & Development,Research Director,19012,1,2,7,No,1,No,0
41,40-49,Male,Research & Development,Healthcare Representative,14847,3,1,7,Yes,1,No,0
42,40-49,Female,Research & Development,Laboratory Technician,4602,2,1,20,No,1,Yes,1
57,50+,Female,Research & Development,Healthcare Representative,4952,1,3,7,No,1,No,0
26,Under 30,Female,Sales,Research Scientist,12286,4,2,29,No,0,No,0
52,50+,Male,Research & Development,Manager,9384,3,1,19,Yes,1,Yes,1
45,40-49,Female,Research & Development,Sales Representative,2623,1,1,1,No,1,Yes,1
45,40-49,Male,Research & Development,Manager,14144,4,1,12,No,0,No,0
30,30-39,Male,Research & Development,Human Resources,13063,2,2,19,No,0,No,0
58,50+,Male,Sales,Healthcare Representative,5799,2,3,3,Yes,1,Yes,1
49,40-49,Male,Sales,Research Director,3286,4,1,5,No,0,No,0
40,40-49,Male,Research & Development,Human Resources,6828,3,3,29,No,0,No,0
35,30-39,Female,Research & Development,Manager,5977,3,3,5,No,0,No,0
29,Under 30,Male,Research & Development,Healthcare Representative,16797,4,3,5,No,0,No,0
43,40-49,Male,Research & Development,Manufacturing Director,15642,2,3,3,Yes,1,No,0
38,30-39,Male,Research & Development,Laboratory Technician,7913,2,3,25,Yes,1,Yes,1
26,Under 30,Male,Sales,Sales Representative,9142,3,1,1,No,1,No,0
38,30-39,Male,Sales,Research Scientist,18244,2,2,25,Yes,1,Yes,1
59,50+,Male,Research & Development,Laboratory Technician,13944,1,2,28,No,0,No,0
40,40-49,Male,Sales,Laboratory Technician,11782,1,1,4,Yes,1,Yes,1
58,50+,Male,Sales,Research Scientist,13341,1,3,10,No,0,No,0
23,Under 30,Female,Sales,Research Scientist,17356,4,1,2,No,1,No,0
46,40-49,Male,Research & Development,Healthcare Representative,11239,4,2,2,No,0,No,0
18,Under 30,Male,Research & Development,Research Director,10048,3,3,19,No,0,No,0
26,Under 30,Female,Sales,Research Scientist,11689,2,2,0,Yes,1,Yes,1
20,Under 30,Male,Research & Development,Manager,17950,4,1,14,No,0,No,0
26,Under 30,Male,Research & Development,Manager,2507,1,2,13,No,0,No,0
41,40-49,Male,Sales,Research Scientist,17014,3,1,5,No,0,No,0
45,40-49,Female,Research & Development,Sales Executive,15082,1,2,21,No,0,No,0
43,40-49,Male,Sales,Healthcare Representative,17531,1,1,10,No,1,Yes,1
33,30-39,Male,Research & Development,Laboratory Technician,6265,3,2,23,Yes,0,No,0
24,Under 30,Male,Sales,Laboratory Technician,19794,2,1,25,No,1,Yes,1
34,30-39,Male,Research & Development,Healthcare Representative,4419,4,1,28,No,1,No,0
54,50+,Female,Sales,Human Resources,4009,1,2,9,No,1,No,0
55,50+,Male,Research & Development,Manager,4520,1,2,22,No,1,No,0
51,50+,Female,Sales,Laboratory Technician,15789,3,3,5,Yes,0,No,0
36,30-39,Male,Sales,Research Director,16004,4,1,5,No,0,No,0
25,Under 30,Female,Research & Development,Research Director,3529,1,2,5,No,1,No,0
40,40-49,Female,Sales,Research Scientist,15301,2,1,14,No,1,No,0
33,30-39,Male,Research & Development,Research Scientist,12884,1,2,21,No,0,No,0
31,30-39,Female,Sales,Research Director,16570,4,1,2,No,1,No,0
35,30-39,Male,Sales,Laboratory Technician,18117,1,3,23,No,0,No,0
42,40-49,Female,Research & Development,Research Scientist,16323,3,3,25,No,0,No,0
33,30-39,Female,Research & Development,Healthcare Representative,17648,1,2,1,Yes,1,Yes,1
32,30-39,Female,Research & Development,Manufacturing Director,17095,3,1,21,Yes,1,No,0
42,40-49,Male,Research & Development,Laboratory Technician,15108,4,1,24,No,0,No,0
49,40-49,Male,Research & Development,Laboratory Technician,3944,1,3,27,No,0,No,0
42,40-49,Male,Human Resources,Sales Representative,14719,3,1,14,No,0,No,0
42,40-49,Male,Research & Development,Research Director,9854,2,1,5,No,1,No,0
53,50+,Male,Research & Development,Laboratory Technician,9653,3,2,28,No,0,No,0
25,Under 30,Male,Sales,Healthcare Representative,17664,4,3,20,No,0,No,0
53,50+,Male,Research & Development,Research Scientist,8092,2,1,24,Yes,1,Yes,1
57,50+,Male,Research & Development,Human Resources,9155,4,3,20,No,0,No,0
33,30-39,Male,Sales,Human Resources,13969,3,3,18,No,0,No,0
33,30-39,Male,Sales,Manufacturing Director,17183,4,1,11,No,0,No,0
23,Under 30,Female,Research & Development,Healthcare Representative,2192,4,1,9,No,1,No,0
55,50+,Female,Research & Development,Research Scientist,17039,4,1,20,No,0,No,0
31,30-39,Female,Human Resources,Healthcare Representative,19292,4,2,5,No,0,No,0
38,30-39,Male,Research & Development,Research Scientist,18689,1,3,13,No,0,No,0
42,40-49,Male,Research & Development,Sales Representative,5631,4,3,24,No,0,No,0
45,40-49,Male,Research & Development,Laboratory Technician,14245,2,1,28,No,0,Yes,1
23,Under 30,Male,Research & Development,Laboratory Technician,18982,4,1,25,No,0,No,0
54,50+,Male,Sales,Laboratory Technician,18650,1,2,26,Yes,1,Yes,1
27,Under 30,Female,Sales,Sales Representative,2364,3,1,15,No,1,No,0
24,Under 30,Male,Sales,Healthcare Representative,2468,3,3,12,No,0,No,0
28,Under 30,Female,Research & Development,Manufacturing Director,11502,1,3,6,No,1,No,0
29,Under 30,Female,Research & Development,Healthcare Representative,7453,4,2,27,No,1,No,0
26,Under 30,Female,Sales,Sales Representative,7275,4,3,19,No,0,No,0
22,Under 30,Male,Research & Development,Laboratory Technician,3937,3,3,24,Yes,1,No,0
43,40-49,Female,Research & Development,Laboratory Technician,10341,4,1,27,No,1,No,0
44,40-49,Male,Research & Development,Sales Representative,17429,1,1,21,No,1,No,0
58,50+,Male,Research & Development,Sales Executive,17736,3,2,1,Yes,1,Yes,1
59,50+,Female,Research & Development,Research Scientist,16667,2,1,12,No,1,Yes,1
57,50+,Male,Research & Development,Research Director,5558,4,3,29,No,0,No,0
31,30-39,Female,Sales,Manager,2759,4,1,20,Yes,1,Yes,1
34,30-39,Female,Research & Development,Human Resources,5378,3,3,0,No,0,No,0
25,Under 30,Male,Human Resources,Healthcare Representative,18515,4,3,1,No,0,No,0
18,Under 30,Male,Sales,Sales Representative,6972,1,3,9,No,1,No,0
59,50+,Male,Sales,Research Director,16863,4,2,13,No,0,No,0
49,40-49,Male,Sales,Research Director,14994,1,3,3,No,0,No,0
23,Under 30,Male,Sales,Research Director,3390,2,1,8,No,1,Yes,1
49,40-49,Female,Sales,Sales Executive,18279,1,3,19,Yes,1,No,0
22,Under 30,Male,Research & Development,Sales Executive,5839,2,1,23,No,1,No,0
38,30-39,Female,Research & Development,Human Resources,10011,4,1,6,No,0,No,0
46,40-49,Female,Sales,Healthcare Representative,3386,1,3,10,Yes,1,Yes,1
44,40-49,Female,Research & Development,Research Director,15445,4,2,9,No,0,No,0
31,30-39,Female,Research & Development,Sales Executive,17665,4,3,23,No,0,No,0
54,50+,Female,Research & Development,Human Resources,3979,2,2,14,No,1,Yes,1
58,50+,Male,Human Resources,Manufacturing Director,15570,3,2,22,No,0,No,0
52,50+,Female,Research & Development,Sales Representative,12484,1,2,4,No,0,No,0
42,40-49,Female,Human Resources,Research Scientist,2860,4,2,7,No,0,No,0
41,40-49,Female,Research & Development,Manager,9040,1,1,9,No,1,Yes,1
44,40-49,Male,Research & Development,Human Resources,7990,4,3,16,Yes,0,No,0
24,Under 30,Female,Research & Development,Laboratory Technician,16956,1,2,20,No,1,Yes,1
43,40-49,Female,Research & Development,Research Director,2716,3,1,14,No,1,No,0
18,Under 30,Male,Sales,Healthcare Representative,13455,1,1,0,No,1,Yes,1
45,40-49,Male,Research & Development,Human Resources,8685,2,3,9,No,0,No,0
38,30-39,Male,Research & Development,Sales Representative,5796,1,2,1,Yes,1,Yes,1
54,50+,Male,Sales,Human Resources,8954,1,1,4,No,0,Yes,1
33,30-39,Male,Sales,Sales Executive,3211,2,2,23,No,0,No,0
23,Under 30,Male,Research & Development,Manufacturing Director,15504,4,1,11,Yes,0,Yes,1
38,30-39,Male,Research & Development,Research Scientist,2641,2,2,15,No,0,No,0
19,Under 30,Female,Research & Development,Healthcare Representative,12911,1,1,3,Yes,1,Yes,1
33,30-39,Male,Sales,Research Scientist,14857,4,3,10,No,0,No,0
32,30-39,Male,Research & Development,Laboratory Technician,9761,4,3,11,No,0,No,0
33,30-39,Male,Sales,Healthcare Representative,14781,4,1,8,No,0,No,0
49,40-49,Female,Sales,Healthcare Representative,15538,3,3,13,No,0,No,0
54,50+,Female,Sales,Manufacturing Director,2863,4,3,28,No,1,No,0
21,Under 30,Male,Research & Development,Manager,14017,2,1,3,No,1,No,0
38,30-39,Male,Research & Development,Human Resources,2710,4,3,1,No,0,No,0
44,40-49,Female,Sales,Human Resources,7619,4,3,2,No,1,No,0
41,40-49,Male,Research & Development,Research Director,5685,2,2,19,No,0,No,0
23,Under 30,Male,Research & Development,Manager,17407,4,2,21,No,0,No,0
51,50+,Male,Research & Development,Research Director,8111,2,2,9,No,0,No,0
55,50+,Male,Sales,Sales Executive,7380,1,3,23,No,0,No,0
35,30-39,Female,Sales,Healthcare Representative,6498,1,1,26,Yes,1,Yes,1
38,30-39,Female,Research & Development,Human Resources,13481,4,2,21,No,0,No,0
32,30-39,Male,Sales,Research Director,6727,2,2,25,No,0,No,0
47,40-49,Female,Research & Development,Manager,17068,4,2,24,Yes,1,No,0
58,50+,Female,Research & Development,Research Director,3705,2,3,27,No,1,No,0
23,Under 30,Male,Sales,Manufacturing Director,13696,2,3,3,No,0,No,0
54,50+,Male,Research & Development,Human Resources,16877,4,3,15,No,0,No,0
32,30-39,Male,Research & Development,Research Scientist,9359,4,1,13,Yes,0,Yes,1
35,30-39,Male,Sales,Research Director,16776,1,1,18,No,0,Yes,1
27,Under 30,Male,Research & Development,Research Director,13626,3,3,0,No,1,No,0
20,Under 30,Female,Research & Development,Research Scientist,3395,3,1,1,Yes,1,Yes,1
44,40-49,Female,Research & Development,Manager,2049,1,3,27,No,1,No,0
41,40-49,Female,Sales,Human Resources,11990,4,3,0,No,0,No,0
21,Under 30,Male,Research & Development,Research Scientist,2779,2,2,7,No,1,Yes,1
28,Under 30,Female,Sales,Healthcare Representative,12812,2,1,4,No,1,No,0
47,40-49,Female,Research & Development,Laboratory Technician,6664,1,2,13,No,0,No,0
18,Under 30,Male,Research & Development,Sales Executive,15475,3,2,26,Yes,1,Yes,1
25,Under 30,Male,Research & Development,Sales Representative,7869,1,3,1,No,1,No,0
28,Under 30,Male,Sales,Healthcare Representative,7489,2,1,14,No,1,Yes,1
52,50+,Male,Research & Development,Manufacturing Director,19051,3,2,21,No,0,No,0
32,30-39,Male,Research & Development,Manufacturing Director,13685,3,2,28,No,0,No,0
26,Under 30,Male,Research & Development,Manager,5317,1,1,29,No,1,Yes,1
57,50+,Female,Sales,Healthcare Representative,16344,1,2,10,No,0,No,0
29,Under 30,Female,Human Resources,Manufacturing Director,7950,2,2,14,No,1,No,0
31,30-39,Female,Sales,Sales Representative,16883,2,2,4,No,0,No,0
23,Under 30,Male,Sales,Research Director,11243,4,1,20,No,0,No,0
30,30-39,Male,Research & Development,Research Scientist,9484,2,1,16,Yes,1,Yes,1
36,30-39,Female,Human Resources,Manager,6847,4,3,6,No,0,No,0
24,Under 30,Male,Sales,Manufacturing Director,18956,4,2,3,No,0,No,0
33,30-39,Female,Research & Development,Manufacturing Director,5582,2,1,17,No,1,Yes,1
46,40-49,Female,Sales,Research Scientist,17719,2,1,19,No,1,Yes,1
53,50+,Male,Research & Development,Sales Representative,12968,2,3,0,Yes,1,Yes,1
19,Under 30,Male,Sales,Manager,4369,1,3,15,No,1,Yes,1
50,50+,Male,Research & Development,Manager,3834,2,1,27,Yes,1,Yes,1
49,40-49,Female,Human Resources,Laboratory Technician,17445,3,1,26,No,1,No,0
18,Under 30,Male,Research & Development,Research Director,17134,1,2,0,No,1,No,0
19,Under 30,Female,Sales,Human Resources,5598,3,1,18,No,1,No,0
57,50+,Female,Research & Development,Research Director,8035,2,3,29,Yes,1,No,0
55,50+,Male,Sales,Healthcare Representative,2816,1,3,15,No,1,No,0
47,40-49,Female,Human Resources,Research Director,8008,4,3,8,No,0,No,0
44,40-49,Female,Sales,Manager,17455,2,3,2,No,1,No,0
35,30-39,Male,Research & Development,Human Resources,8321,2,2,18,No,0,No,0
57,50+,Male,Sales,Research Director,19173,3,1,1,No,0,Yes,1
21,Under 30,Male,Research & Development,Human Resources,7313,2,2,20,No,0,No,0
33,30-39,Female,Research & Development,Sales Executive,13827,1,2,8,No,1,No,0
57,50+,Female,Research & Development,Human Resources,8677,1,2,1,No,1,No,0
49,40-49,Female,Research & Development,Sales Representative,10721,1,2,9,No,1,No,0
39,30-39,Male,Sales,Healthcare Representative,19831,4,3,12,No,0,No,0
48,40-49,Male,Human Resources,Sales Executive,14981,1,2,26,No,0,No,0
32,30-39,Male,Research & Development,Laboratory Technician,12128,4,2,20,No,0,No,0
41,40-49,Female,Human Resources,Manufacturing Director,12343,3,1,13,No,0,No,0
26,Under 30,Male,Research & Development,Laboratory Technician,15185,2,2,0,No,1,No,0
20,Under 30,Male,Research & Development,Laboratory Technician,8006,3,3,25,Yes,1,No,0
20,Under 30,Male,Human Resources,Human Resources,12893,4,2,23,Yes,1,No,0
51,50+,Male,Sales,Sales Executive,2397,1,3,13,No,0,Yes,1
19,Under 30,Female,Sales,Sales Representative,5841,3,3,2,Yes,1,No,0
57,50+,Male,Research & Development,Manufacturing Director,11525,2,1,14,Yes,1,Yes,1
48,40-49,Male,Human Resources,Healthcare Representative,11173,3,1,16,No,0,No,0
44,40-49,Male,Research & Development,Manufacturing Director,11195,4,1,16,Yes,1,Yes,1
58,50+,Female,Research & Development,Manufacturing Director,6617,1,3,20,Yes,1,Yes,1
34,30-39,Male,Sales,Manufacturing Director,7599,4,2,29,No,0,No,0
27,Under 30,Female,Research & Development,Sales Executive,12190,4,2,22,No,1,No,0
55,50+,Female,Research & Development,Research Scientist,13726,2,1,2,No,1,Yes,1
42,40-49,Male,Research & Development,Manager,2034,3,2,0,Yes,1,Yes,1
28,Under 30,Female,Sales,Sales Executive,8081,3,2,13,Yes,1,No,0
54,50+,Male,Research & Development,Sales Executive,3996,1,2,28,No,0,No,0
46,40-49,Male,Research & Development,Research Scientist,10630,2,2,13,No,0,No,0
28,Under 30,Male,Sales,Sales Executive,3482,1,3,6,Yes,1,Yes,1
52,50+,Male,Sales,Sales Representative,9564,2,2,7,No,0,No,0
48,40-49,Male,Research & Development,Sales Representative,2922,4,3,16,No,0,No,0
45,40-49,Female,Research & Development,Healthcare Representative,13663,4,1,24,Yes,1,Yes,1
30,30-39,Male,Research & Development,Manager,7109,2,2,21,Yes,0,Yes,1
50,50+,Male,Research & Development,Laboratory Technician,17180,3,1,8,Yes,1,Yes,1
31,30-39,Male,Sales,Manufacturing Director,11341,4,3,14,Yes,0,No,0
48,40-49,Female,Research & Development,Sales Representative,5153,1,2,10,No,0,No,0
44,40-49,Female,Research & Development,Sales Executive,13357,4,2,26,No,0,No,0
48,40-49,Male,Research & Development,Research Director,2692,2,2,10,No,0,Yes,1
53,50+,Male,Research & Development,Research Director,7690,4,3,2,Yes,1,Yes,1
29,Under 30,Male,Research & Development,Laboratory Technician,16456,1,1,10,Yes,1,Yes,1
48,40-49,Female,Research & Development,Sales Executive,13092,3,3,19,No,0,No,0
19,Under 30,Male,Research & Development,Sales Executive,19602,2,3,23,No,0,No,0
20,Under 30,Male,Human Resources,Healthcare Representative,3315,4,2,17,No,0,No,0
48,40-49,Male,Sales,Human Resources,9289,4,2,19,Yes,1,No,0
45,40-49,Female,Research & Development,Manager,7218,3,3,5,No,0,No,0
51,50+,Male,Research & Development,Manager,8209,2,1,14,No,1,Yes,1
49,40-49,Male,Research & Development,Research Director,18517,3,1,15,Yes,0,No,0
33,30-39,Female,Sales,Research Scientist,11051,2,1,14,No,1,No,0
57,50+,Male,Human Resources,Healthcare Representative,8752,3,1,8,Yes,0,No,0
34,30-39,Male,Research & Development,Sales Executive,10951,1,3,7,No,0,No,0
36,30-39,Male,Research & Development,Sales Representative,11443,1,2,1,Yes,1,Yes,1
57,50+,Male,Human Resources,Research Director,5811,1,3,25,No,0,No,0
54,50+,Male,Research & Development,Manager,12295,1,2,24,No,0,No,0
45,40-49,Male,Human Resources,Sales Executive,16792,2,3,0,No,0,Yes,1
49,40-49,Male,Research & Development,Research Director,16195,1,2,15,Yes,1,Yes,1
20,Under 30,Male,Research & Development,Human Resources,10676,1,1,1,No,1,Yes,1
50,50+,Male,Sales,Sales Executive,5766,1,2,6,No,0,No,0
37,30-39,Male,Research & Development,Laboratory Technician,16513,3,2,13,No,0,No,0
52,50+,Male,Human Resources,Laboratory Technician,5712,1,1,17,No,1,Yes,1
52,50+,Male,Research & Development,Healthcare Representative,18019,3,1,0,No,1,No,0
42,40-49,Male,Human Resources,Sales Executive,10879,2,1,28,Yes,1,Yes,1
43,40-49,Male,Research & Development,Manager,7622,4,1,6,No,0,No,0
55,50+,Male,Human Resources,Sales Representative,9367,4,3,0,No,0,No,0
44,40-49,Female,Sales,Human Resources,7709,3,2,18,No,0,No,0
35,30-39,Female,Research & Development,Sales Representative,3075,1,3,21,No,1,No,0
43,40-49,Female,Research & Development,Sales Representative,14589,2,1,12,No,1,No,0
31,30-39,Female,Research & Development,Research Director,14987,2,1,11,Yes,1,Yes,1
24,Under 30,Female,Research & Development,Human Resources,9565,2,2,5,Yes,1,Yes,1
34,30-39,Male,Research & Development,Healthcare Representative,7968,3,1,26,Yes,1,Yes,1
